sale_id,sale_date,game_title,category,platform,price,quantity,total_sale
1061,2023-01-20,Cozy Farm Life,Simulation,Nintendo Switch,34.99,3,104.97
1062,2023-01-20,Dragon Realms,RPG,Xbox,59.99,6,359.94
1063,2023-01-20,Galaxy Raiders,Action,PC,39.99,5,199.95
1064,2023-01-20,Shadow Ops,Shooter,PC,44.99,1,44.99
1065,2023-01-20,Mythic Tactics,Strategy,PC,29.99,2,59.98
1066,2023-01-21,Galaxy Raiders,Action,PC,39.99,3,119.97
1067,2023-01-21,Mythic Tactics,Strategy,PC,29.99,6,179.94
1068,2023-01-22,Galaxy Raiders,Action,PC,39.99,4,159.96
1069,2023-01-23,Pixel Puzzler,Puzzle,Mobile,9.99,2,19.98
1070,2023-01-23,Cozy Farm Life,Simulation,Nintendo Switch,34.99,3,104.97
1071,2023-01-24,Shadow Ops,Shooter,PC,44.99,1,44.99
1072,2023-01-24,Speed Circuit,Racing,PlayStation,49.99,6,299.94
1073,2023-01-24,Mythic Tactics,Strategy,PC,29.99,1,29.99
1074,2023-01-24,Galaxy Raiders,Action,PC,39.99,5,199.95
1075,2023-01-24,Galaxy Raiders,Action,PC,39.99,5,199.95
1076,2023-01-25,Cozy Farm Life,Simulation,Nintendo Switch,34.99,1,34.99
1077,2023-01-25,Cozy Farm Life,Simulation,Nintendo Switch,34.99,6,209.94
1078,2023-01-25,Speed Circuit,Racing,PlayStation,49.99,1,49.99
1079,2023-01-25,Cozy Farm Life,Simulation,Nintendo Switch,34.99,4,139.96
1080,2023-01-26,Pixel Puzzler,Puzzle,Mobile,9.99,2,19.98
1081,2023-01-26,Dragon Realms,RPG,Xbox,59.99,6,359.94
1082,2023-01-26,Cozy Farm Life,Simulation,Nintendo Switch,34.99,1,34.99
1083,2023-01-26,Mythic Tactics,Strategy,PC,29.99,2,59.98
1084,2023-01-26,Galaxy Raiders,Action,PC,39.99,2,79.98
1085,2023-01-27,Mythic Tactics,Strategy,PC,29.99,3,89.97
1086,2023-01-27,Shadow Ops,Shooter,PC,44.99,2,89.98
1087,2023-01-27,Dragon Realms,RPG,Xbox,59.99,1,59.99
1088,2023-01-28,Cozy Farm Life,Simulation,Nintendo Switch,34.99,5,174.95
1089,2023-01-28,Mythic Tactics,Strategy,PC,29.99,4,119.96
1090,2023-01-28,Speed Circuit,Racing,PlayStation,49.99,2,99.98
1091,2023-01-29,Mythic Tactics,Strategy,PC,29.99,2,59.98
1092,2023-01-29,Shadow Ops,Shooter,PC,44.99,4,179.96
1093,2023-01-29,Shadow Ops,Shooter,PC,44.99,6,269.94
1094,2023-01-29,Cozy Farm Life,Simulation,Nintendo Switch,34.99,4,139.96
1095,2023-01-29,Speed Circuit,Racing,PlayStation,49.99,6,299.94
1096,2023-01-30,Mythic Tactics,Strategy,PC,29.99,6,179.94
1097,2023-01-30,Pixel Puzzler,Puzzle,Mobile,9.99,1,9.99
1098,2023-01-31,Galaxy Raiders,Action,PC,39.99,4,159.96
1099,2023-01-31,Cozy Farm Life,Simulation,Nintendo Switch,34.99,3,104.97
1100,2023-01-31,Pixel Puzzler,Puzzle,Mobile,9.99,6,59.94
1101,2023-01-31,Shadow Ops,Shooter,PC,44.99,4,179.96
1102,2023-02-01,Speed Circuit,Racing,PlayStation,49.99,3,149.97
1103,2023-02-02,Shadow Ops,Shooter,PC,44.99,3,134.97
1104,2023-02-03,Cozy Farm Life,Simulation,Nintendo Switch,34.99,4,139.96
1105,2023-02-03,Shadow Ops,Shooter,PC,44.99,4,179.96
1106,2023-02-04,Cozy Farm Life,Simulation,Nintendo Switch,34.99,2,69.98
1107,2023-02-04,Pixel Puzzler,Puzzle,Mobile,9.99,3,29.97
1108,2023-02-04,Mythic Tactics,Strategy,PC,29.99,4,119.96
1109,2023-02-04,Mythic Tactics,Strategy,PC,29.99,4,119.96
1110,2023-02-05,Dragon Realms,RPG,Xbox,59.99,4,239.96
1111,2023-02-05,Pixel Puzzler,Puzzle,Mobile,9.99,1,9.99
1112,2023-02-05,Pixel Puzzler,Puzzle,Mobile,9.99,2,19.98
1113,2023-02-06,Cozy Farm Life,Simulation,Nintendo Switch,34.99,5,174.95
1114,2023-02-06,Speed Circuit,Racing,PlayStation,49.99,3,149.97
1115,2023-02-06,Galaxy Raiders,Action,PC,39.99,3,119.97
1116,2023-02-06,Mythic Tactics,Strategy,PC,29.99,4,119.96
1117,2023-02-07,Shadow Ops,Shooter,PC,44.99,1,44.99
1118,2023-02-07,Cozy Farm Life,Simulation,Nintendo Switch,34.99,6,209.94
1119,2023-02-07,Galaxy Raiders,Action,PC,39.99,6,239.94
1120,2023-02-07,Galaxy Raiders,Action,PC,39.99,2,79.98
1121,2023-02-07,Speed Circuit,Racing,PlayStation,49.99,4,199.96
1122,2023-02-08,Speed Circuit,Racing,PlayStation,49.99,5,249.95
1123,2023-02-08,Speed Circuit,Racing,PlayStation,49.99,4,199.96
1124,2023-02-09,Galaxy Raiders,Action,PC,39.99,5,199.95
1125,2023-02-09,Speed Circuit,Racing,PlayStation,49.99,1,49.99
1126,2023-02-10,Cozy Farm Life,Simulation,Nintendo Switch,34.99,5,174.95
1127,2023-02-11,Shadow Ops,Shooter,PC,44.99,1,44.99
1128,2023-02-11,Shadow Ops,Shooter,PC,44.99,1,44.99
1129,2023-02-11,Cozy Farm Life,Simulation,Nintendo Switch,34.99,4,139.96
1130,2023-02-12,Pixel Puzzler,Puzzle,Mobile,9.99,4,39.96
1131,2023-02-12,Galaxy Raiders,Action,PC,39.99,2,79.98
1132,2023-02-13,Cozy Farm Life,Simulation,Nintendo Switch,34.99,2,69.98
1133,2023-02-13,Mythic Tactics,Strategy,PC,29.99,4,119.96
1134,2023-02-13,Cozy Farm Life,Simulation,Nintendo Switch,34.99,4,139.96
1135,2023-02-13,Galaxy Raiders,Action,PC,39.99,1,39.99
1136,2023-02-13,Shadow Ops,Shooter,PC,44.99,3,134.97
1137,2023-02-14,Galaxy Raiders,Action,PC,39.99,6,239.94
1138,2023-02-14,Speed Circuit,Racing,PlayStation,49.99,3,149.97
1139,2023-02-14,Mythic Tactics,Strategy,PC,29.99,6,179.94
1140,2023-02-14,Galaxy Raiders,Action,PC,39.99,5,199.95
1141,2023-02-15,Speed Circuit,Racing,PlayStation,49.99,6,299.94
1142,2023-02-15,Pixel Puzzler,Puzzle,Mobile,9.99,2,19.98
1143,2023-02-15,Pixel Puzzler,Puzzle,Mobile,9.99,1,9.99
1144,2023-02-15,Galaxy Raiders,Action,PC,39.99,1,39.99
1145,2023-02-16,Speed Circuit,Racing,PlayStation,49.99,6,299.94
1146,2023-02-16,Pixel Puzzler,Puzzle,Mobile,9.99,5,49.95
1147,2023-02-16,Cozy Farm Life,Simulation,Nintendo Switch,34.99,2,69.98
1148,2023-02-16,Dragon Realms,RPG,Xbox,59.99,2,119.98
1149,2023-02-17,Galaxy Raiders,Action,PC,39.99,3,119.97
1150,2023-02-17,Galaxy Raiders,Action,PC,39.99,3,119.97
1151,2023-02-17,Pixel Puzzler,Puzzle,Mobile,9.99,4,39.96
1152,2023-02-17,Shadow Ops,Shooter,PC,44.99,4,179.96
1153,2023-02-17,Dragon Realms,RPG,Xbox,59.99,1,59.99
1154,2023-02-18,Dragon Realms,RPG,Xbox,59.99,1,59.99
1155,2023-02-18,Dragon Realms,RPG,Xbox,59.99,5,299.95
1156,2023-02-18,Dragon Realms,RPG,Xbox,59.99,4,239.96
1157,2023-02-18,Galaxy Raiders,Action,PC,39.99,4,159.96
1158,2023-02-19,Mythic Tactics,Strategy,PC,29.99,1,29.99
1159,2023-02-19,Dragon Realms,RPG,Xbox,59.99,1,59.99
1160,2023-02-20,Speed Circuit,Racing,PlayStation,49.99,1,49.99
1161,2023-02-21,Cozy Farm Life,Simulation,Nintendo Switch,34.99,5,174.95
1162,2023-02-21,Speed Circuit,Racing,PlayStation,49.99,5,249.95
1163,2023-02-22,Mythic Tactics,Strategy,PC,29.99,5,149.95
1164,2023-02-23,Galaxy Raiders,Action,PC,39.99,2,79.98
1165,2023-02-23,Shadow Ops,Shooter,PC,44.99,5,224.95
1166,2023-02-23,Pixel Puzzler,Puzzle,Mobile,9.99,3,29.97
1167,2023-02-24,Pixel Puzzler,Puzzle,Mobile,9.99,5,49.95
1168,2023-02-25,Galaxy Raiders,Action,PC,39.99,3,119.97
1169,2023-02-25,Dragon Realms,RPG,Xbox,59.99,2,119.98
1170,2023-02-25,Pixel Puzzler,Puzzle,Mobile,9.99,4,39.96
1171,2023-02-25,Galaxy Raiders,Action,PC,39.99,2,79.98
1172,2023-02-26,Speed Circuit,Racing,PlayStation,49.99,4,199.96
1173,2023-02-26,Cozy Farm Life,Simulation,Nintendo Switch,34.99,4,139.96
1174,2023-02-26,Shadow Ops,Shooter,PC,44.99,3,134.97
1175,2023-02-27,Cozy Farm Life,Simulation,Nintendo Switch,34.99,5,174.95
1176,2023-02-28,Mythic Tactics,Strategy,PC,29.99,2,59.98
1177,2023-02-28,Speed Circuit,Racing,PlayStation,49.99,5,249.95
1178,2023-02-28,Pixel Puzzler,Puzzle,Mobile,9.99,6,59.94
1179,2023-02-28,Galaxy Raiders,Action,PC,39.99,2,79.98
1180,2023-02-28,Dragon Realms,RPG,Xbox,59.99,4,239.96
1181,2023-03-01,Shadow Ops,Shooter,PC,44.99,5,224.95
1182,2023-03-01,Pixel Puzzler,Puzzle,Mobile,9.99,2,19.98
1183,2023-03-01,Shadow Ops,Shooter,PC,44.99,1,44.99
1184,2023-03-01,Pixel Puzzler,Puzzle,Mobile,9.99,2,19.98
1185,2023-03-01,Speed Circuit,Racing,PlayStation,49.99,5,249.95
1186,2023-03-02,Galaxy Raiders,Action,PC,39.99,2,79.98
1187,2023-03-02,Cozy Farm Life,Simulation,Nintendo Switch,34.99,3,104.97
1188,2023-03-02,Mythic Tactics,Strategy,PC,29.99,1,29.99
1189,2023-03-02,Pixel Puzzler,Puzzle,Mobile,9.99,6,59.94
1190,2023-03-03,Galaxy Raiders,Action,PC,39.99,1,39.99
1191,2023-03-03,Speed Circuit,Racing,PlayStation,49.99,2,99.98
1192,2023-03-04,Galaxy Raiders,Action,PC,39.99,6,239.94
1193,2023-03-04,Speed Circuit,Racing,PlayStation,49.99,1,49.99
1194,2023-03-04,Shadow Ops,Shooter,PC,44.99,4,179.96
1195,2023-03-04,Pixel Puzzler,Puzzle,Mobile,9.99,5,49.95
1196,2023-03-05,Speed Circuit,Racing,PlayStation,49.99,4,199.96
1197,2023-03-05,Galaxy Raiders,Action,PC,39.99,6,239.94
1198,2023-03-05,Mythic Tactics,Strategy,PC,29.99,4,119.96
1199,2023-03-06,Galaxy Raiders,Action,PC,39.99,4,159.96
1200,2023-03-06,Shadow Ops,Shooter,PC,44.99,4,179.96
1201,2023-03-07,Speed Circuit,Racing,PlayStation,49.99,2,99.98
1202,2023-03-07,Cozy Farm Life,Simulation,Nintendo Switch,34.99,6,209.94
1203,2023-03-07,Galaxy Raiders,Action,PC,39.99,4,159.96
1204,2023-03-07,Pixel Puzzler,Puzzle,Mobile,9.99,5,49.95
1205,2023-03-07,Mythic Tactics,Strategy,PC,29.99,1,29.99
1206,2023-03-08,Dragon Realms,RPG,Xbox,59.99,2,119.98
1207,2023-03-08,Dragon Realms,RPG,Xbox,59.99,2,119.98
1208,2023-03-08,Mythic Tactics,Strategy,PC,29.99,5,149.95
1209,2023-03-09,Speed Circuit,Racing,PlayStation,49.99,6,299.94
1210,2023-03-09,Dragon Realms,RPG,Xbox,59.99,5,299.95
1211,2023-03-10,Pixel Puzzler,Puzzle,Mobile,9.99,1,9.99
1212,2023-03-10,Galaxy Raiders,Action,PC,39.99,4,159.96
1213,2023-03-10,Dragon Realms,RPG,Xbox,59.99,4,239.96
1214,2023-03-11,Shadow Ops,Shooter,PC,44.99,3,134.97
1215,2023-03-11,Speed Circuit,Racing,PlayStation,49.99,2,99.98
1216,2023-03-11,Galaxy Raiders,Action,PC,39.99,1,39.99
1217,2023-03-11,Galaxy Raiders,Action,PC,39.99,5,199.95
1218,2023-03-12,Speed Circuit,Racing,PlayStation,49.99,1,49.99
1219,2023-03-12,Pixel Puzzler,Puzzle,Mobile,9.99,2,19.98
1220,2023-03-12,Pixel Puzzler,Puzzle,Mobile,9.99,2,19.98
1221,2023-03-12,Speed Circuit,Racing,PlayStation,49.99,6,299.94
1222,2023-03-13,Galaxy Raiders,Action,PC,39.99,3,119.97
1223,2023-03-13,Speed Circuit,Racing,PlayStation,49.99,4,199.96
1224,2023-03-13,Galaxy Raiders,Action,PC,39.99,4,159.96
1225,2023-03-13,Pixel Puzzler,Puzzle,Mobile,9.99,3,29.97
1226,2023-03-13,Pixel Puzzler,Puzzle,Mobile,9.99,1,9.99
1227,2023-03-14,Speed Circuit,Racing,PlayStation,49.99,3,149.97
1228,2023-03-14,Dragon Realms,RPG,Xbox,59.99,2,119.98
1229,2023-03-15,Mythic Tactics,Strategy,PC,29.99,6,179.94
1230,2023-03-15,Mythic Tactics,Strategy,PC,29.99,6,179.94
1231,2023-03-15,Cozy Farm Life,Simulation,Nintendo Switch,34.99,6,209.94
1232,2023-03-16,Cozy Farm Life,Simulation,Nintendo Switch,34.99,2,69.98
1233,2023-03-16,Mythic Tactics,Strategy,PC,29.99,2,59.98
1234,2023-03-17,Shadow Ops,Shooter,PC,44.99,3,134.97
1235,2023-03-17,Speed Circuit,Racing,PlayStation,49.99,5,249.95
1236,2023-03-17,Galaxy Raiders,Action,PC,39.99,5,199.95
1237,2023-03-17,Galaxy Raiders,Action,PC,39.99,5,199.95
1238,2023-03-18,Shadow Ops,Shooter,PC,44.99,1,44.99
1239,2023-03-19,Mythic Tactics,Strategy,PC,29.99,3,89.97
1240,2023-03-20,Speed Circuit,Racing,PlayStation,49.99,3,149.97
1241,2023-03-20,Shadow Ops,Shooter,PC,44.99,5,224.95
1242,2023-03-20,Speed Circuit,Racing,PlayStation,49.99,6,299.94
1243,2023-03-20,Dragon Realms,RPG,Xbox,59.99,2,119.98
1244,2023-03-20,Cozy Farm Life,Simulation,Nintendo Switch,34.99,6,209.94
1245,2023-03-21,Cozy Farm Life,Simulation,Nintendo Switch,34.99,6,209.94
1246,2023-03-21,Mythic Tactics,Strategy,PC,29.99,4,119.96
1247,2023-03-21,Dragon Realms,RPG,Xbox,59.99,4,239.96
1248,2023-03-21,Cozy Farm Life,Simulation,Nintendo Switch,34.99,1,34.99
1249,2023-03-21,Galaxy Raiders,Action,PC,39.99,3,119.97
1250,2023-03-22,Mythic Tactics,Strategy,PC,29.99,5,149.95
1251,2023-03-22,Cozy Farm Life,Simulation,Nintendo Switch,34.99,4,139.96
1252,2023-03-23,Pixel Puzzler,Puzzle,Mobile,9.99,5,49.95
1253,2023-03-23,Speed Circuit,Racing,PlayStation,49.99,3,149.97
1254,2023-03-23,Cozy Farm Life,Simulation,Nintendo Switch,34.99,5,174.95
1255,2023-03-23,Mythic Tactics,Strategy,PC,29.99,6,179.94
1256,2023-03-24,Cozy Farm Life,Simulation,Nintendo Switch,34.99,3,104.97
1257,2023-03-24,Pixel Puzzler,Puzzle,Mobile,9.99,5,49.95
1258,2023-03-24,Speed Circuit,Racing,PlayStation,49.99,4,199.96
1259,2023-03-25,Mythic Tactics,Strategy,PC,29.99,3,89.97
1260,2023-03-25,Galaxy Raiders,Action,PC,39.99,6,239.94
1261,2023-03-26,Galaxy Raiders,Action,PC,39.99,2,79.98
1262,2023-03-26,Pixel Puzzler,Puzzle,Mobile,9.99,2,19.98
1263,2023-03-26,Galaxy Raiders,Action,PC,39.99,2,79.98
1264,2023-03-26,Galaxy Raiders,Action,PC,39.99,6,239.94
1265,2023-03-26,Pixel Puzzler,Puzzle,Mobile,9.99,1,9.99
1266,2023-03-27,Galaxy Raiders,Action,PC,39.99,4,159.96
1267,2023-03-28,Pixel Puzzler,Puzzle,Mobile,9.99,1,9.99
1268,2023-03-29,Dragon Realms,RPG,Xbox,59.99,4,239.96
1269,2023-03-29,Mythic Tactics,Strategy,PC,29.99,4,119.96
1270,2023-03-29,Shadow Ops,Shooter,PC,44.99,6,269.94
1271,2023-03-30,Pixel Puzzler,Puzzle,Mobile,9.99,4,39.96
1272,2023-03-30,Dragon Realms,RPG,Xbox,59.99,2,119.98
1273,2023-03-30,Shadow Ops,Shooter,PC,44.99,2,89.98
1274,2023-03-30,Mythic Tactics,Strategy,PC,29.99,1,29.99
1275,2023-03-31,Mythic Tactics,Strategy,PC,29.99,4,119.96
1276,2023-03-31,Galaxy Raiders,Action,PC,39.99,4,159.96
1277,2023-03-31,Galaxy Raiders,Action,PC,39.99,4,159.96
1278,2023-04-01,Dragon Realms,RPG,Xbox,59.99,6,359.94
1279,2023-04-01,Mythic Tactics,Strategy,PC,29.99,3,89.97
1280,2023-04-01,Cozy Farm Life,Simulation,Nintendo Switch,34.99,2,69.98
1281,2023-04-01,Dragon Realms,RPG,Xbox,59.99,1,59.99
1282,2023-04-02,Dragon Realms,RPG,Xbox,59.99,3,179.97
1283,2023-04-02,Speed Circuit,Racing,PlayStation,49.99,6,299.94
1284,2023-04-02,Mythic Tactics,Strategy,PC,29.99,6,179.94
1285,2023-04-02,Dragon Realms,RPG,Xbox,59.99,3,179.97
1286,2023-04-02,Galaxy Raiders,Action,PC,39.99,2,79.98
1287,2023-04-03,Speed Circuit,Racing,PlayStation,49.99,6,299.94
1288,2023-04-03,Galaxy Raiders,Action,PC,39.99,2,79.98
1289,2023-04-03,Galaxy Raiders,Action,PC,39.99,3,119.97
1290,2023-04-03,Dragon Realms,RPG,Xbox,59.99,6,359.94
1291,2023-04-04,Cozy Farm Life,Simulation,Nintendo Switch,34.99,4,139.96
1292,2023-04-04,Shadow Ops,Shooter,PC,44.99,2,89.98
1293,2023-04-04,Mythic Tactics,Strategy,PC,29.99,6,179.94
1294,2023-04-05,Galaxy Raiders,Action,PC,39.99,5,199.95
1295,2023-04-05,Mythic Tactics,Strategy,PC,29.99,5,149.95
1296,2023-04-05,Mythic Tactics,Strategy,PC,29.99,6,179.94
1297,2023-04-05,Dragon Realms,RPG,Xbox,59.99,5,299.95
1298,2023-04-06,Cozy Farm Life,Simulation,Nintendo Switch,34.99,3,104.97
1299,2023-04-07,Galaxy Raiders,Action,PC,39.99,5,199.95
1300,2023-04-08,Mythic Tactics,Strategy,PC,29.99,1,29.99
1301,2023-04-09,Dragon Realms,RPG,Xbox,59.99,5,299.95
1302,2023-04-09,Speed Circuit,Racing,PlayStation,49.99,5,249.95
1303,2023-04-10,Galaxy Raiders,Action,PC,39.99,1,39.99
1304,2023-04-10,Dragon Realms,RPG,Xbox,59.99,5,299.95
1305,2023-04-10,Speed Circuit,Racing,PlayStation,49.99,2,99.98
1306,2023-04-11,Galaxy Raiders,Action,PC,39.99,4,159.96
1307,2023-04-11,Shadow Ops,Shooter,PC,44.99,4,179.96
1308,2023-04-11,Speed Circuit,Racing,PlayStation,49.99,2,99.98
1309,2023-04-11,Shadow Ops,Shooter,PC,44.99,6,269.94
1310,2023-04-11,Dragon Realms,RPG,Xbox,59.99,1,59.99
1311,2023-04-12,Speed Circuit,Racing,PlayStation,49.99,3,149.97
1312,2023-04-12,Dragon Realms,RPG,Xbox,59.99,6,359.94
1313,2023-04-13,Cozy Farm Life,Simulation,Nintendo Switch,34.99,4,139.96
1314,2023-04-13,Dragon Realms,RPG,Xbox,59.99,2,119.98
1315,2023-04-13,Mythic Tactics,Strategy,PC,29.99,6,179.94
1316,2023-04-14,Pixel Puzzler,Puzzle,Mobile,9.99,1,9.99
1317,2023-04-14,Pixel Puzzler,Puzzle,Mobile,9.99,5,49.95
1318,2023-04-14,Speed Circuit,Racing,PlayStation,49.99,6,299.94
1319,2023-04-15,Dragon Realms,RPG,Xbox,59.99,1,59.99
1320,2023-04-15,Cozy Farm Life,Simulation,Nintendo Switch,34.99,3,104.97
1321,2023-04-16,Speed Circuit,Racing,PlayStation,49.99,5,249.95
1322,2023-04-16,Cozy Farm Life,Simulation,Nintendo Switch,34.99,4,139.96
1323,2023-04-16,Mythic Tactics,Strategy,PC,29.99,2,59.98
1324,2023-04-16,Galaxy Raiders,Action,PC,39.99,3,119.97
1325,2023-04-17,Cozy Farm Life,Simulation,Nintendo Switch,34.99,6,209.94
1326,2023-04-18,Speed Circuit,Racing,PlayStation,49.99,2,99.98
1327,2023-04-19,Dragon Realms,RPG,Xbox,59.99,6,359.94
1328,2023-04-19,Speed Circuit,Racing,PlayStation,49.99,6,299.94
1329,2023-04-20,Galaxy Raiders,Action,PC,39.99,5,199.95
1330,2023-04-20,Cozy Farm Life,Simulation,Nintendo Switch,34.99,4,139.96
1331,2023-04-20,Pixel Puzzler,Puzzle,Mobile,9.99,4,39.96
1332,2023-04-20,Dragon Realms,RPG,Xbox,59.99,3,179.97
1333,2023-04-20,Shadow Ops,Shooter,PC,44.99,2,89.98
1334,2023-04-21,Cozy Farm Life,Simulation,Nintendo Switch,34.99,2,69.98
1335,2023-04-21,Mythic Tactics,Strategy,PC,29.99,3,89.97
1336,2023-04-21,Pixel Puzzler,Puzzle,Mobile,9.99,2,19.98
1337,2023-04-22,Shadow Ops,Shooter,PC,44.99,2,89.98
1338,2023-04-22,Galaxy Raiders,Action,PC,39.99,5,199.95
1339,2023-04-22,Dragon Realms,RPG,Xbox,59.99,5,299.95
1340,2023-04-23,Dragon Realms,RPG,Xbox,59.99,5,299.95
1341,2023-04-23,Speed Circuit,Racing,PlayStation,49.99,3,149.97
1342,2023-04-24,Speed Circuit,Racing,PlayStation,49.99,2,99.98
1343,2023-04-24,Speed Circuit,Racing,PlayStation,49.99,5,249.95
1344,2023-04-24,Shadow Ops,Shooter,PC,44.99,3,134.97
1345,2023-04-25,Dragon Realms,RPG,Xbox,59.99,6,359.94
1346,2023-04-25,Speed Circuit,Racing,PlayStation,49.99,6,299.94
1347,2023-04-25,Galaxy Raiders,Action,PC,39.99,4,159.96
1348,2023-04-26,Galaxy Raiders,Action,PC,39.99,2,79.98
1349,2023-04-27,Speed Circuit,Racing,PlayStation,49.99,2,99.98
1350,2023-04-27,Dragon Realms,RPG,Xbox,59.99,4,239.96
1351,2023-04-27,Mythic Tactics,Strategy,PC,29.99,6,179.94
1352,2023-04-28,Mythic Tactics,Strategy,PC,29.99,6,179.94
1353,2023-04-28,Shadow Ops,Shooter,PC,44.99,6,269.94
1354,2023-04-28,Mythic Tactics,Strategy,PC,29.99,1,29.99
1355,2023-04-28,Shadow Ops,Shooter,PC,44.99,1,44.99
1356,2023-04-28,Pixel Puzzler,Puzzle,Mobile,9.99,1,9.99
1357,2023-04-29,Pixel Puzzler,Puzzle,Mobile,9.99,2,19.98
1358,2023-04-30,Shadow Ops,Shooter,PC,44.99,1,44.99
1359,2023-04-30,Cozy Farm Life,Simulation,Nintendo Switch,34.99,5,174.95
1360,2023-04-30,Shadow Ops,Shooter,PC,44.99,3,134.97
1361,2023-04-30,Mythic Tactics,Strategy,PC,29.99,3,89.97
1362,2023-05-01,Galaxy Raiders,Action,PC,39.99,1,39.99
1363,2023-05-01,Speed Circuit,Racing,PlayStation,49.99,4,199.96
1364,2023-05-01,Cozy Farm Life,Simulation,Nintendo Switch,34.99,2,69.98
